# One-line drawing coordinates
# Format: x,y
451.77,370.41
457.61,362.29
463.46,354.17
469.41,346.12
475.31,338.05
481.14,329.91
486.97,321.78
492.90,313.72
498.75,305.61
503.91,296.37
508.91,287.05
513.99,277.77
518.99,268.45
523.29,258.77
525.38,248.35
527.26,237.89
528.72,227.32
523.57,217.97
518.10,208.76
506.66,204.16
494.84,200.59
483.97,200.10
473.10,199.76
462.22,200.23
449.23,201.32
436.43,203.81
423.48,205.15
413.04,206.83
402.59,208.47
392.19,210.36
381.87,212.72
371.54,214.47
361.22,216.31
350.90,218.11
340.69,220.50
328.11,221.74
315.72,224.35
303.21,226.02
293.04,226.20
282.86,226.30
272.67,226.77
262.63,223.07
252.44,219.93
248.38,211.92
245.01,203.59
245.59,191.86
245.26,180.12
246.45,167.64
246.45,155.09
248.67,144.31
250.20,133.40
253.97,126.33
258.76,119.91
266.04,118.40
273.45,118.21
282.89,122.34
292.46,126.20
302.22,133.98
312.72,140.72
321.75,149.81
331.54,158.07
338.48,166.88
346.14,175.10
350.49,184.13
354.89,193.15
355.64,205.03
357.51,216.80
355.75,227.58
354.82,238.42
352.40,235.78
349.45,233.74
345.82,221.31
341.13,209.25
335.15,197.63
328.14,186.59
318.60,185.56
309.09,184.18
297.82,185.36
286.67,187.42
277.13,189.37
267.57,191.06
262.60,198.41
257.07,205.36
254.31,216.31
252.56,227.47
250.22,239.29
249.24,251.30
246.07,261.70
243.53,272.25
239.58,281.39
235.60,290.52
230.87,298.85
226.04,307.12
220.86,315.18
215.36,323.01
209.97,331.25
204.42,339.37
198.99,348.19
193.85,357.19
188.64,367.15
184.22,377.49
179.75,389.25
176.34,401.37
172.42,414.20
169.54,427.30
164.12,436.08
158.92,445.05
149.03,444.13
139.12,443.28
130.61,442.27
122.26,440.46
123.65,452.09
126.12,463.56
132.26,475.29
139.22,486.57
147.50,494.80
156.36,502.43
165.53,505.61
174.56,509.12
182.60,506.54
190.90,504.91
197.09,497.60
203.42,490.40
207.84,479.84
211.27,468.91
212.94,456.40
213.46,443.81
211.98,431.03
209.33,418.44
204.39,406.87
198.34,395.84
191.92,385.52
184.49,375.90
179.10,366.53
173.17,357.49
171.16,348.52
169.75,339.40
174.86,330.10
179.68,320.66
188.88,313.64
197.49,306.00
200.77,307.24
204.31,307.71
200.01,316.66
195.71,325.61
187.55,337.43
179.81,349.53
171.86,358.97
164.75,369.06
160.67,372.94
156.34,376.56
154.45,372.69
155.65,365.89
157.87,359.35
162.08,349.08
165.51,338.54
171.07,325.46
175.93,312.10
180.37,302.24
184.55,292.27
188.15,282.07
192.85,271.68
197.18,261.14
200.74,250.29
205.16,239.95
209.35,229.53
212.79,218.82
216.17,209.05
219.65,199.32
222.74,189.46
226.73,176.99
229.72,164.24
234.33,155.42
238.84,146.52
248.67,143.66
258.45,140.77
268.71,143.00
279.03,144.88
289.28,144.27
299.51,143.49
310.02,140.82
320.39,137.64
330.22,141.30
340.19,144.64
348.67,153.62
357.91,161.88
365.73,161.50
373.58,162.34
376.63,152.23
379.42,142.04
370.90,137.45
362.52,132.60
352.48,126.19
341.88,120.74
333.65,116.54
325.69,111.91
316.20,116.46
306.88,121.34
302.29,113.55
298.26,105.46
296.21,91.28
293.59,77.21
290.76,64.25
286.95,51.55
282.73,40.83
277.49,30.58
271.09,23.20
264.81,15.74
256.38,12.48
248.23,8.52
237.89,9.28
227.56,10.34
216.50,14.89
205.87,20.35
196.27,28.03
187.47,36.61
181.71,46.78
176.88,57.42
177.11,69.22
178.37,80.96
185.31,92.66
192.86,104.01
202.70,112.49
213.26,120.03
222.30,120.93
231.28,122.55
235.72,114.51
240.84,106.91
248.42,99.22
255.50,91.12
264.86,92.92
274.15,95.18
277.49,106.75
281.97,117.93
284.68,127.61
287.50,137.27
290.30,146.93
291.40,158.80
293.51,170.55
288.64,174.23
283.40,177.47
273.59,173.31
263.55,169.72
265.59,176.31
266.49,183.12
275.57,194.31
284.92,205.30
292.26,206.43
299.38,208.64
302.28,198.38
304.70,188.00
306.21,177.99
307.71,167.98
309.14,157.96
314.04,144.47
318.45,130.82
325.54,121.68
331.93,112.01
339.97,108.71
348.32,106.37
357.26,110.97
366.15,115.68
375.08,117.37
383.90,119.65
392.16,114.25
400.53,109.04
408.46,99.21
415.50,88.73
422.21,76.40
428.24,63.71
433.57,51.49
437.86,38.87
441.06,29.12
444.01,19.30
445.16,14.57
446.10,9.80
444.22,11.73
442.15,17.66
439.25,23.24
435.67,32.80
432.13,42.38
427.50,54.63
423.95,67.24
419.70,81.53
415.49,95.84
412.74,105.92
409.91,115.98
407.71,126.20
405.56,136.25
403.33,146.28
401.58,156.41
399.34,170.39
397.86,184.47
397.11,196.69
397.50,208.93
398.49,219.56
400.11,230.11
402.62,239.48
404.86,248.91
408.38,257.42
411.33,266.15
415.47,274.23
418.92,282.64
423.26,290.81
426.99,299.27
431.14,307.99
434.98,316.84
438.53,326.57
442.27,336.23
444.76,347.39
448.20,358.30
449.64,371.16
452.17,383.86
452.81,398.51
453.76,413.13
453.17,426.98
453.58,440.84
453.37,449.86
452.54,458.84
451.87,459.00
452.87,446.10
452.76,433.17
