# One-line drawing coordinates
# Format: x,y
451.67,370.81
451.49,385.63
451.32,400.46
451.28,415.29
451.24,430.12
451.68,444.95
452.12,459.79
447.48,474.11
442.84,488.44
432.45,501.58
422.05,514.73
407.30,526.00
392.54,537.28
374.81,546.02
357.07,554.76
344.19,558.43
331.31,562.11
318.43,565.78
298.92,567.40
279.40,569.01
261.08,566.04
242.75,563.08
227.01,554.85
211.26,546.63
199.49,532.47
187.72,518.30
183.08,505.17
178.44,492.04
173.80,478.91
167.84,463.33
161.88,447.74
150.94,450.12
139.99,452.50
121.56,454.08
129.72,439.64
137.87,425.20
153.32,419.24
168.77,413.28
172.24,401.43
175.71,389.57
170.95,378.06
166.19,366.55
175.82,376.86
185.44,387.17
196.93,400.80
208.42,414.43
207.26,409.20
198.76,393.04
190.25,376.88
185.00,362.51
179.75,348.14
174.50,333.77
174.61,314.06
174.71,294.34
182.77,278.02
190.82,261.69
203.98,248.14
217.13,234.60
232.53,223.20
247.92,211.81
262.71,201.96
277.49,192.10
288.80,183.17
300.11,174.23
310.08,156.97
301.74,139.05
291.76,127.64
281.77,116.23
275.26,102.99
268.75,89.74
258.71,97.16
248.67,104.57
258.56,117.68
268.45,130.79
278.36,141.24
288.27,151.70
294.58,165.51
300.88,179.32
298.20,193.53
295.51,207.74
288.03,218.40
280.55,229.07
291.57,226.73
302.59,224.39
317.39,217.77
332.19,211.16
346.99,204.54
360.60,198.25
374.21,191.95
387.82,185.66
399.18,183.92
385.22,193.94
371.26,203.97
358.13,204.96
365.21,188.95
372.29,172.94
360.86,160.98
349.42,149.02
340.74,143.35
332.05,137.69
343.44,126.12
354.83,114.55
345.12,111.79
335.40,109.04
321.00,114.59
306.59,120.14
301.77,105.95
296.96,91.75
284.67,79.25
272.38,66.75
253.23,62.32
234.08,57.88
215.77,59.79
197.46,61.70
187.69,68.22
177.92,74.74
182.43,84.04
186.94,93.33
201.41,102.98
215.89,112.62
232.60,120.30
249.31,127.98
254.97,139.99
260.62,152.01
268.40,162.96
276.17,173.92
269.75,188.22
259.19,199.74
248.64,211.26
249.32,225.50
250.01,239.74
244.31,255.75
238.61,271.75
226.11,284.56
213.62,297.38
200.82,303.73
206.97,294.55
213.11,285.37
220.86,274.29
228.62,263.21
236.37,252.14
241.98,240.02
247.59,227.90
253.19,215.78
249.67,201.91
246.16,188.04
236.03,179.27
225.90,170.51
235.08,156.94
244.25,143.38
248.81,128.01
253.37,112.65
251.70,96.97
250.03,81.29
246.39,66.03
242.75,50.77
241.40,36.66
240.06,22.56
245.14,10.34
250.23,-1.87
262.71,-11.51
275.19,-21.16
292.60,-27.62
310.00,-34.08
329.68,-36.74
349.37,-39.39
368.68,-37.64
387.99,-35.88
404.29,-29.10
420.59,-22.31
431.24,-9.88
441.88,2.55
444.47,20.97
447.06,39.40
443.96,53.76
440.86,68.11
437.76,82.47
431.84,95.50
425.91,108.52
419.98,121.55
409.88,133.94
399.78,146.34
383.22,146.56
377.70,133.44
372.19,120.32
358.97,118.20
345.75,116.08
331.05,128.22
316.35,140.36
314.41,157.69
312.47,175.01
322.56,176.14
332.65,177.28
341.44,159.58
350.23,141.87
359.25,138.55
358.50,155.46
357.75,172.38
357.00,189.30
356.25,206.21
355.49,223.13
354.74,240.05
